session_pitch,session,p_throws,pitch_type,pitch_speed_mph,max_shoulder_internal_rotational_velo,max_elbow_extension_velo,max_torso_rotational_velo,max_rotation_hip_shoulder_separation,max_elbow_flexion,max_shoulder_external_rotation,elbow_flexion_fp,elbow_pronation_fp,rotation_hip_shoulder_separation_fp,shoulder_horizontal_abduction_fp,shoulder_abduction_fp,shoulder_external_rotation_fp,lead_knee_extension_angular_velo_fp,lead_knee_extension_angular_velo_br,lead_knee_extension_angular_velo_max,torso_anterior_tilt_fp,torso_lateral_tilt_fp,torso_rotation_fp,pelvis_anterior_tilt_fp,pelvis_lateral_tilt_fp,pelvis_rotation_fp,max_cog_velo_x,torso_rotation_min,max_pelvis_rotational_velo,glove_shoulder_horizontal_abduction_fp,glove_shoulder_abduction_fp,glove_shoulder_external_rotation_fp,glove_shoulder_abduction_mer,elbow_flexion_mer,torso_anterior_tilt_mer,torso_lateral_tilt_mer,torso_rotation_mer,elbow_varus_moment,shoulder_internal_rotation_moment,torso_anterior_tilt_br,torso_lateral_tilt_br,torso_rotation_br,lead_knee_extension_from_fp_to_br,cog_velo_pkh,stride_length,stride_angle,arm_slot,timing_peak_torso_to_peak_pelvis_rot_velo,max_shoulder_horizontal_abduction,shoulder_transfer_fp_br,shoulder_generation_fp_br,shoulder_absorption_fp_br,elbow_transfer_fp_br,elbow_generation_fp_br,elbow_absorption_fp_br,lead_hip_transfer_fp_br,lead_hip_generation_fp_br,lead_hip_absorption_fp_br,lead_knee_transfer_fp_br,lead_knee_generation_fp_br,lead_knee_absorption_fp_br,rear_hip_transfer_pkh_fp,rear_hip_generation_pkh_fp,rear_hip_absorption_pkh_fp,rear_knee_transfer_pkh_fp,rear_knee_generation_pkh_fp,rear_knee_absorption_pkh_fp,pelvis_lumbar_transfer_fp_br,thorax_distal_transfer_fp_br,rear_grf_x_max,rear_grf_y_max,rear_grf_z_max,rear_grf_mag_max,rear_grf_angle_at_max,lead_grf_x_max,lead_grf_y_max,lead_grf_z_max,lead_grf_mag_max,lead_grf_angle_at_max,peak_rfd_rear,peak_rfd_lead
2861_2,2861,R,FF,87.4,4881.5422,2572.7342,1048.7064,49.5932,121.7702,176.3369,115.2906,-7.2926,47.2966,37.714,76.7668,29.8714,29.6739,154.6586,215.915,-0.3031,0.4069,4.8113,19.8727,-7.2989,52.0892,3.5108,-34.2696,707.9267,45.0861,83.9396,-52.9332,28.2052,97.5487,20.8309,13.2302,97.2118,97.2282,89.2313,33.9392,7.6299,111.699,2.8964,0.3639,0.9584,6.4483,35.059,0.0,38.0004,297.551,20.4576,10.8603,317.492,3.4961,55.4945,33.1419,4.0208,92.7684,45.3496,17.7123,11.8348,148.7516,85.0585,40.8433,53.9874,123.4487,86.2642,101.1414,308.4114,1036.5918,95.1548,1250.4616,1603.3199,50.3523,1334.1434,506.8466,1638.5997,2124.8641,52.5334,10.0689,79.6844
2861_3,2861,R,FF,87.6,4795.3034,2508.9503,1059.657,50.1634,122.9661,179.4901,122.9141,-12.8987,47.5973,34.7628,76.2585,44.3424,49.9408,154.9169,227.8779,0.0441,0.9403,3.574,19.4701,-4.9308,51.0921,3.5485,-37.9401,747.7176,50.621,80.9509,-54.1969,29.3007,99.7652,20.978,16.6713,96.9427,96.2796,89.0394,35.4222,9.4179,112.915,5.7063,0.3214,0.9558,6.0726,33.6492,-0.0055,34.7628,313.5025,28.4805,16.2022,337.2554,3.9657,65.4114,34.5528,3.9031,81.7058,46.3299,18.9119,10.9383,156.2241,85.5689,36.9331,54.9764,130.5546,97.7283,116.1559,329.7047,972.6969,96.5862,1254.8562,1555.4435,52.1213,1313.3475,482.8117,1579.6394,2069.6145,50.2901,7.9153,65.1577
2861_4,2861,R,FF,88.9,4907.2881,2621.173,1069.9782,50.1181,124.0282,178.9164,120.0633,-12.4248,48.7639,33.9745,74.5936,37.7819,-169.5346,96.6383,153.8021,0.9804,0.5545,-0.9521,17.5811,-3.3734,47.7355,3.5835,-34.948,757.6039,48.9333,81.7441,-48.3827,30.6005,100.459,20.4473,17.5975,95.384,96.6999,88.3612,34.001,10.5563,111.8647,2.0,0.3571,0.9632,6.3398,33.6153,0.0,34.1758,304.3872,25.3059,16.1508,330.1338,3.5015,65.0563,30.5722,3.1628,102.7846,30.9074,15.6264,9.2869,154.8377,95.6723,42.1801,60.5229,127.8855,98.5773,111.5798,320.538,1003.8774,116.8586,1293.0132,1581.961,53.7171,1327.2347,391.2427,1589.469,2062.7846,49.6925,11.4511,56.2435
2861_5,2861,R,FF,87.8,4808.7003,2555.3992,1066.5811,50.5117,123.5538,180.0941,122.6418,-11.3387,45.6195,36.7925,73.6044,48.5788,149.6558,68.3036,295.7748,-2.6861,0.2246,9.7655,19.1383,-6.1941,55.595,3.5485,-33.3876,770.2426,55.0767,77.4787,-50.1651,25.6386,98.7724,19.7834,17.3594,97.1521,100.2579,91.1125,33.2164,11.4805,111.5965,5.9093,0.3393,0.976,4.9702,37.9404,-0.0056,37.0207,301.2061,24.6031,12.6728,325.7091,3.6036,61.9977,37.0083,11.5673,95.2314,49.9183,9.0885,8.0148,165.6731,96.4863,50.4606,59.1837,135.6466,94.7703,117.5781,313.8789,1006.5414,118.7844,1310.5419,1634.3751,52.865,1397.2325,528.2794,1731.3195,2285.4621,51.1134,8.933,82.5355
2865_1,2865,R,FF,85.9,4522.0197,1990.0794,1007.2724,36.1369,99.2938,185.3206,88.5889,8.0293,36.0245,67.7131,76.1413,23.9089,145.4893,684.2407,685.5064,-0.5082,-6.7799,-1.478,4.4137,-2.3357,34.4831,3.0202,-37.0391,668.7809,39.0027,70.7463,-35.397,28.3508,78.1036,27.7581,23.0362,101.8347,105.1337,107.0833,41.8892,19.2634,110.5295,23.6735,0.4191,0.7878,-1.413,47.8654,0.0388,68.7922,351.7911,55.5258,6.9099,355.4301,2.479,50.375,86.9643,55.3538,91.9783,56.8865,37.1342,13.4479,90.0301,139.9016,47.4366,60.7875,43.8911,39.0872,152.1695,358.6932,856.0178,72.3037,1293.652,1528.3137,57.3329,1091.5861,276.8643,1787.733,2090.6278,58.8288,6.113,97.1694
2865_2,2865,R,FF,86.0,4686.6313,2044.1532,1021.94,37.1022,99.5283,185.3634,85.5898,13.4236,35.4755,63.1573,77.648,17.4211,-20.4198,517.3813,602.6707,6.9093,-7.3959,-9.7889,5.9942,-3.4462,26.1623,2.9474,-39.9061,718.7228,34.7896,71.333,-30.0241,28.3692,76.689,27.2359,21.0932,102.3107,102.6995,103.9366,40.0628,18.4687,110.2473,18.6769,0.3814,0.749,-1.4656,43.1659,0.0833,69.6349,343.8506,54.3321,13.6036,351.3157,2.0301,47.7668,80.2084,43.9481,69.3404,42.062,45.2264,13.7155,92.4652,134.885,51.4208,67.1911,33.372,45.3778,198.5164,355.1002,789.9994,86.4228,1296.6672,1460.0317,61.0847,1050.2439,209.0996,1851.1257,2121.8679,60.7088,8.4895,71.0596
2865_3,2865,R,FF,85.8,4680.5558,2066.5192,1030.911,36.8509,101.231,186.1605,85.0518,12.8986,36.1341,65.7349,79.0574,16.1953,1.5478,603.3254,689.7234,3.3386,-6.2474,-6.6908,5.2322,-3.6524,29.6244,3.0202,-37.1586,690.1973,34.4679,71.9333,-29.9074,32.516,80.4988,28.8991,23.4683,103.7295,105.5798,107.6308,41.9624,19.6618,112.652,22.4944,0.4107,0.7745,-1.7471,47.5563,0.0805,70.8645,346.0019,54.6127,14.797,355.7278,2.905,48.7934,88.2647,53.1713,79.5077,48.6878,44.737,17.0683,95.0103,149.197,63.6366,67.7883,39.0457,41.0808,175.7095,358.3218,896.3868,75.8312,1306.7188,1552.2344,56.0169,1104.859,221.2796,1805.4185,2115.3487,58.5628,8.9987,79.2231
2865_4,2865,R,FF,85.1,4543.141,1971.6827,1029.9286,36.9864,98.6784,185.263,89.0009,11.3699,36.9502,69.7315,76.0533,26.9934,172.9454,623.3988,644.4971,0.1482,-5.8835,0.6707,4.9994,-3.7958,37.696,3.0013,-38.7073,683.0946,38.4799,68.6778,-36.0143,29.5846,76.2317,27.0054,23.5196,104.7561,106.866,109.0192,41.1815,19.8126,112.7612,23.2137,0.4107,0.7761,-3.4426,47.1114,0.0889,70.7206,359.2693,51.2609,9.0436,358.7203,2.2933,50.9878,81.7816,52.5055,81.8904,53.4038,33.7493,13.365,89.8083,154.041,59.9795,59.5801,42.1311,43.6452,165.1587,368.3121,915.6944,59.8264,1305.243,1562.7999,55.5714,1118.9054,255.3627,1781.2848,2100.3531,58.0007,7.1141,96.2552
2865_5,2865,R,FF,85.1,4510.2817,1976.7022,996.4586,37.4324,98.6018,184.5613,85.362,12.8078,36.6604,64.5239,78.7775,18.0794,50.9454,584.524,679.9763,5.0809,-7.22,-6.0763,4.8381,-5.7669,30.9151,2.911,-36.4561,682.6802,31.8492,72.0629,-29.4257,29.4437,78.7632,27.473,21.3485,103.1182,101.8967,103.3618,41.3537,17.3057,112.1554,22.5247,0.3827,0.758,-3.9995,42.1042,0.0944,69.6088,345.3651,53.0359,11.7605,351.503,2.7571,47.0334,84.663,53.9821,84.2808,49.6553,39.7975,12.372,85.6457,128.6634,57.9938,63.9103,32.8668,41.821,182.1399,355.4666,789.2742,80.4655,1264.9149,1439.19,58.6599,1062.5076,202.3827,1848.7734,2127.2468,60.2798,6.5179,79.8374
2882_1,2882,R,FF,87.8,4333.7918,2086.1101,938.8637,32.0688,118.0968,191.5387,101.4337,29.8435,31.603,35.9202,75.0864,89.7219,-36.9132,267.9216,423.0762,-3.5846,12.6312,37.9925,15.1889,1.8936,69.7256,2.9285,-33.0491,626.7982,40.9186,77.6012,-13.2168,39.5274,88.9327,30.388,23.9208,114.2279,113.0311,109.8561,45.9642,19.4691,126.1061,12.2122,0.1786,0.7924,3.5482,41.5857,0.0583,42.28,314.8081,49.3636,33.6926,361.7109,3.0199,22.3812,56.0306,10.7458,70.4102,49.8201,23.7966,0.9632,118.8576,122.4557,65.7101,35.6053,90.4335,83.7945,94.3764,348.5008,632.5913,33.4548,1033.9012,1129.7649,66.3275,1201.2524,234.928,1902.4798,2249.0451,57.7967,5.0679,36.6023
2882_2,2882,R,FF,84.9,4328.0161,2096.193,908.6419,31.1357,117.1344,188.7312,101.3422,26.8992,31.0992,36.2343,76.2801,84.4245,-33.2038,238.0886,366.3211,-3.6607,8.9363,32.631,13.4593,3.1614,63.9703,2.9474,-28.1124,599.823,38.7721,81.3882,-10.226,42.6777,91.4105,29.548,26.0674,114.1019,107.2903,103.7337,46.6277,20.0005,128.5695,11.0996,0.1964,0.7995,2.0207,41.4237,0.0416,41.1235,314.8401,44.8979,32.8048,349.3613,2.8147,22.2758,52.4767,6.4252,57.8421,47.9902,24.3972,2.1976,106.9172,122.496,62.6486,33.8459,83.946,82.9395,114.531,347.6448,645.3131,49.5679,1010.2864,1114.8992,64.9745,1156.6802,206.9647,1822.1074,2154.1804,57.6769,5.4821,35.8554
2882_4,2882,R,FF,84.1,4278.0398,2031.6846,966.8541,30.914,116.0329,189.2595,99.4718,28.7875,30.895,36.3042,74.7583,81.5529,241.3461,250.9305,348.6223,-3.306,7.915,29.629,11.8938,2.5398,60.6997,2.9474,-30.986,570.9006,38.2788,85.6363,-10.6252,43.1619,90.3904,28.8676,24.3328,114.0003,107.686,103.9642,45.8841,18.6326,126.7323,13.6577,0.1267,0.8003,4.0615,41.3256,0.0528,40.3674,319.0502,51.8822,39.657,356.408,3.0145,27.4218,77.9004,27.9363,70.9055,60.5051,22.6975,5.373,109.1682,115.7271,67.1103,35.2684,79.2668,89.785,137.0315,358.7072,617.9905,29.5531,1003.3781,1091.8993,66.7495,1234.7587,261.9439,1927.2799,2280.9531,57.4521,3.9989,47.3433
2882_5,2882,R,FF,83.4,4205.8642,2028.1612,905.7531,30.6357,117.378,188.2508,98.5273,28.4581,30.1724,32.7206,73.8856,93.0083,-7.1868,243.3483,368.5996,-3.1093,10.3933,37.2467,15.16,1.8966,67.5542,2.9474,-30.7405,592.4134,38.5298,79.3962,-7.4306,44.3162,89.1308,27.3872,23.7714,112.6889,103.0467,99.8739,43.9935,17.3037,126.7621,10.2107,0.1456,0.801,4.3027,39.2413,0.0556,41.1277,299.5583,44.4484,29.8744,340.6625,3.3301,26.3064,58.5024,15.3807,60.7823,47.736,20.7912,2.5661,115.9069,110.6715,63.372,36.5594,90.3666,87.4446,98.5936,329.4326,615.9062,33.5225,1003.4925,1081.7992,64.987,1170.7758,227.0647,1861.489,2197.8233,57.8842,5.053,36.9524
2889_1,2889,R,FF,79.5,4279.1341,2270.1376,868.6483,26.5489,107.1089,166.1907,94.4044,34.9767,26.4759,63.4243,80.2082,32.5485,137.4061,166.7945,262.5826,-0.2509,-20.1874,7.3021,9.4047,-4.5141,33.0049,3.0202,-33.7104,730.6576,33.9777,77.5845,4.4293,45.6075,90.4169,-1.0879,5.1129,90.5907,105.4247,102.9817,9.692,1.9263,107.7412,1.7327,0.3214,0.8184,7.8931,25.7291,-0.0055,63.4243,389.094,90.9593,0.9456,416.6712,2.0779,68.0464,33.8851,24.1597,89.551,47.9732,28.6234,22.315,142.9185,144.5526,86.8667,57.7977,92.2874,55.6774,188.1617,390.0396,1082.0245,89.0792,1624.6958,1886.0312,56.8544,1205.2252,259.3799,2218.9428,2518.3385,61.8459,14.5064,91.433
2889_2,2889,R,FF,79.8,4307.976,2377.7937,869.7557,25.9397,107.4366,167.0909,90.4532,33.5756,25.4424,62.6507,80.5657,39.4506,158.9642,209.5199,232.3568,-3.8218,-19.2445,11.1171,9.9183,-4.3799,35.1788,3.0026,-38.4261,791.3743,31.8946,78.4359,5.7151,51.104,94.5574,-3.0756,6.7498,90.2238,104.513,101.5938,7.4735,2.9433,107.8645,8.4367,0.2911,0.8411,9.5093,29.1118,-0.0027,62.8797,373.7124,91.0702,0.8388,413.1888,2.6182,71.3562,57.4202,15.9061,107.971,58.7672,34.8285,7.6646,165.4222,198.8741,95.7323,54.1539,87.3234,56.5054,160.189,374.5513,1149.5267,61.3712,1648.7382,1974.1917,55.5174,1272.6772,411.9759,2255.5351,2572.6743,61.5117,8.3378,62.3771
2889_3,2889,R,FF,78.4,4282.7878,2424.0664,881.1464,28.3979,109.2427,171.4975,95.4786,19.9204,28.3979,61.8591,85.2399,36.445,81.62,171.0265,293.0896,3.0351,-21.3288,0.7779,8.402,-4.8857,29.0517,3.0202,-37.0415,736.0246,36.794,80.1346,2.7662,58.8032,89.8649,0.1986,5.0859,89.4271,71.7127,71.0149,10.448,1.9481,103.7589,1.3516,0.2857,0.8145,5.7203,26.7429,-0.0027,62.6732,329.1503,110.68,1.9405,350.7937,4.916,79.8723,19.9217,21.0305,96.77,41.1816,27.3839,23.5605,166.4593,150.2295,92.5549,74.6021,97.5872,77.6591,166.9467,331.0908,1039.1181,99.0953,1766.9818,1954.842,63.3997,1136.3135,254.1823,2075.4621,2360.0924,61.6274,18.1088,85.1596
2889_4,2889,R,FF,78.6,4322.5178,2345.4317,891.8455,25.3203,110.3041,163.8937,94.5808,40.9375,25.311,63.1925,83.1874,28.5917,148.201,162.5327,245.0806,3.0074,-23.248,2.8348,9.6801,-6.178,28.115,2.9838,-49.0185,791.5473,32.8818,77.8274,7.7164,42.7397,88.134,-2.0587,1.825,88.752,98.3176,96.3384,6.0178,-0.3744,104.9811,1.4293,0.3463,0.8212,9.1102,21.5525,-0.0027,63.6312,366.7064,100.9845,6.8315,407.5392,3.4091,81.0288,34.7724,17.3858,105.5197,52.3386,27.0241,23.0915,140.4163,158.8788,83.8345,60.0897,75.1184,49.4572,181.2252,373.5379,1084.4217,136.5607,1619.7205,1903.6936,57.134,1154.5423,389.3061,2172.6966,2461.71,62.2511,10.8711,87.4111
2889_5,2889,R,FF,79.4,4704.5375,2399.678,877.8757,26.6223,110.6524,171.381,97.6524,39.0277,26.5199,64.3201,80.744,30.6609,141.9607,248.1039,293.1925,2.1843,-19.2843,6.4389,10.6467,-5.2398,32.8647,2.9838,-32.7112,768.183,32.2843,84.6485,0.3569,53.1967,91.9941,1.0769,5.6554,95.3774,106.5597,102.9339,11.481,1.6838,111.1196,8.209,0.3036,0.8242,5.9447,26.3418,-0.0028,64.3201,376.9289,94.1975,1.8453,407.165,1.7729,66.1158,51.1669,14.5124,120.1249,67.3325,42.0807,17.8274,136.1056,169.8773,102.05,55.8272,68.3198,53.0762,176.3479,378.7742,1041.4721,90.4125,1617.3127,1883.4994,58.2851,1288.6351,294.9886,2259.0694,2570.9307,61.497,10.2802,101.7895
2891_1,2891,R,FF,87.3,3949.4295,2356.3908,1168.7431,39.1019,108.8485,161.2508,87.3069,-1.5222,35.1488,37.2466,92.2594,25.4157,303.6126,458.4062,480.1949,1.6698,-7.8213,-9.4896,20.5018,0.9161,25.5113,3.256,-44.2368,828.5777,52.2581,68.6119,-54.5134,20.1261,94.2109,7.8244,9.4575,101.1932,151.2273,145.2012,24.3241,5.0195,118.5337,17.3103,0.4003,0.8613,11.2119,39.2945,-0.0083,53.2485,491.4158,27.7672,31.4687,438.6499,15.1395,74.3337,54.182,15.1997,153.7791,71.8266,42.8929,16.8084,93.1189,193.8536,41.8203,65.5134,26.7363,32.5567,159.6733,522.8844,1128.3997,82.0757,1785.5759,2100.6879,58.4769,1307.1129,427.2946,1907.5705,2344.4176,55.5803,12.8222,52.8909
2891_2,2891,R,FF,87.2,4214.7333,2328.81,1193.7248,40.186,106.6155,162.1261,93.1906,0.2724,37.9354,38.2334,91.9638,18.368,108.5136,418.651,445.4204,5.0661,-7.1903,-16.504,20.486,-0.6916,21.7149,3.2749,-45.4807,801.3377,45.7836,63.9354,-63.5501,21.6414,91.8215,8.249,8.9539,98.1219,168.4861,161.6363,23.4927,4.338,115.2296,11.9297,0.4286,0.8922,12.9521,37.1687,0.0,52.0245,503.3017,51.0782,24.1358,450.3225,15.3665,116.597,46.3843,6.4732,193.8962,58.6776,37.8246,13.8298,107.7807,204.9017,44.1201,59.9562,32.8668,32.6142,131.6031,527.4375,1216.8426,76.4172,1715.7911,2076.521,55.2291,1419.4883,519.7874,1864.7671,2389.3691,52.6992,12.3353,39.7519
2891_3,2891,R,FF,86.9,4204.8145,2275.2455,1120.4393,40.646,104.4481,160.8499,92.6124,-3.5666,39.1654,41.5112,91.9945,5.6721,66.5523,540.7871,559.5686,9.5795,-7.0502,-23.5298,21.0432,-1.545,16.4193,3.2937,-46.4177,793.0901,49.9804,72.558,-48.5534,16.683,88.9976,9.1152,5.5626,98.6484,137.7301,134.1206,26.8731,-1.7682,116.3972,12.917,0.3929,0.8765,13.3011,35.8953,0.0194,54.2815,482.4521,34.4776,40.1732,439.4411,14.8696,75.8125,53.2933,6.9744,169.001,52.2375,52.0558,17.0727,112.5972,191.4262,35.1372,65.8239,32.0171,28.8672,157.0747,522.6253,1183.4646,73.6445,1711.9755,2038.9838,56.6627,1351.5234,455.9347,1857.1079,2316.5124,53.6866,11.9308,39.3539
2891_4,2891,R,FF,87.9,4275.9402,2426.6332,1121.2745,39.0375,108.9357,158.0667,91.9863,-1.7969,37.1676,38.3245,92.6458,19.0997,148.5125,448.5768,497.6546,5.9677,-9.5272,-15.8453,21.2739,-1.8301,21.7498,3.256,-42.351,807.7095,48.0593,67.3063,-53.1939,18.4585,95.5596,7.6735,7.5953,100.6386,133.5403,127.1321,25.0657,-2.3424,120.6892,12.1275,0.4367,0.8878,9.917,37.7273,0.0167,56.9152,498.2411,49.3956,37.2682,455.5482,14.6219,93.2994,56.578,12.7555,153.0473,62.0562,47.2339,19.8074,103.877,205.1469,35.6442,64.9053,22.655,28.7083,153.8296,535.5094,1238.3196,67.3784,1828.9168,2183.6787,56.4808,1379.5331,441.0863,1850.3611,2343.0101,53.2851,10.5478,42.4773
2891_5,2891,R,FF,87.9,4229.3048,2262.7395,1153.0416,48.6724,105.4108,165.2621,87.4426,-1.7893,44.5626,31.8185,90.6025,13.714,36.3128,548.5141,564.3298,5.6525,-3.6791,-23.8665,19.4878,-1.7354,20.8793,3.3301,-47.8359,753.0129,58.092,72.6712,-51.3612,23.8278,90.0787,12.4601,8.9521,97.8541,140.1286,136.2576,30.365,0.2198,118.2291,13.8412,0.4464,0.8856,11.4233,35.5268,0.025,44.9148,488.1944,38.3632,48.7558,444.1109,14.5791,80.7314,51.3368,5.1472,178.8841,61.5565,46.9945,13.7508,106.7806,246.7246,39.1186,64.8388,32.5521,25.19,156.2009,536.9502,1195.7391,77.4088,1831.4696,2177.2813,57.373,1339.3306,423.994,1837.9576,2270.138,53.3133,12.9544,32.7701
2905_1,2905,L,FF,88.0,4309.4235,2252.094,983.9781,36.3441,117.476,169.4105,108.3931,17.8025,28.2644,48.1087,93.9202,70.3407,269.2908,212.8053,357.2705,-6.0554,-9.8167,18.3436,12.2012,-9.1676,47.1717,3.0013,-28.0354,702.7566,12.4722,74.8426,-8.9825,38.3473,89.3458,13.3621,6.2236,92.2542,124.0502,120.6886,29.8602,2.3023,103.4519,18.8367,0.5081,0.8616,12.2037,40.9317,-0.0056,54.5143,366.3199,48.9747,14.0981,393.5938,6.4157,71.0465,35.4427,5.0442,179.2283,53.9731,15.7982,1.23,145.9687,213.7298,17.7359,40.5169,99.9342,12.8702,78.8343,380.418,876.9143,328.2275,1346.3862,1566.154,58.911,1035.0027,820.4848,2501.8313,2786.9207,69.0059,12.354,132.5326
2905_2,2905,L,FF,87.8,4357.4359,2314.6125,965.5013,36.4323,118.2706,169.3067,108.8128,19.7391,31.3379,50.1307,90.2823,57.9503,93.1406,282.1344,301.6057,0.8714,-9.9423,10.3665,12.5727,-7.972,42.0421,3.1482,-30.5058,643.6271,20.4301,76.5129,-12.8514,34.4627,86.392,19.4654,3.894,92.505,120.2444,116.7029,32.9097,0.5219,104.3338,17.1263,0.5,0.8535,12.303,37.5871,-0.0111,53.403,391.2802,40.3576,8.1374,396.4233,6.7641,67.627,41.6135,0.2436,174.3389,57.7861,31.8057,2.9538,158.2357,216.758,28.4754,50.0372,91.0951,13.0821,67.2342,399.4176,982.5809,322.9858,1447.7026,1704.9913,57.1889,1047.7987,606.0958,2052.7607,2283.445,68.6697,15.2311,114.3653
2905_3,2905,L,FF,88.4,4422.0329,2241.0206,992.8963,38.0,119.2925,174.0463,107.9429,11.8188,31.0178,46.3321,94.6199,69.2354,343.0679,212.7079,369.1163,0.9388,-13.1301,14.2469,13.7452,-12.7295,46.0837,3.1118,-30.6265,719.7234,19.1895,73.5327,-14.0027,34.0,92.0409,15.147,0.6927,91.6666,125.8529,122.9888,30.3237,-3.3417,103.9359,21.0739,0.4464,0.8755,10.6528,37.7404,-0.0139,50.4661,397.376,40.6773,12.6845,416.1461,4.889,65.9106,33.8595,10.0967,167.8395,52.0714,16.5307,1.2344,182.1524,195.357,24.507,44.5297,136.3199,21.8533,97.3646,410.0604,963.1678,367.2276,1479.1177,1742.4373,57.8615,1093.6017,761.5712,2670.5522,2976.2508,67.7289,13.694,169.1857
2905_4,2905,L,FF,88.3,4367.0894,2290.5938,1011.6303,37.0629,118.5713,171.7352,108.3097,16.8254,32.734,50.1227,92.6342,58.6332,221.5117,290.822,355.573,3.8764,-10.2477,6.8742,13.4686,-9.902,40.1303,3.1118,-31.1323,699.3344,18.3987,76.7857,-10.6773,35.2663,88.9179,18.1153,0.8563,92.0465,120.5997,117.3715,30.8886,-3.3211,104.3592,22.0217,0.5283,0.8556,11.0833,38.2058,-0.0083,52.0477,399.6495,39.7562,8.7475,405.6813,6.1918,72.6158,44.8069,10.1787,162.6975,60.0668,20.8905,2.9503,136.3613,220.3689,25.301,41.1513,74.1949,11.1266,99.7986,408.3969,972.4929,329.8618,1492.9927,1753.8294,58.3814,1044.7135,562.2445,2278.1197,2550.9449,66.2341,14.0428,121.4391
2905_5,2905,L,FF,87.6,4430.7156,2290.5837,1009.7088,38.1095,118.3879,171.2732,106.4474,15.5729,32.2089,49.8671,94.2076,60.9463,158.7058,283.7317,330.328,1.0521,-10.701,10.0045,13.6952,-12.2393,42.9343,3.1671,-29.013,662.8531,17.9337,75.9816,-10.4744,34.2733,87.5292,16.7674,2.0804,92.1067,127.1524,123.9256,30.6532,-1.8052,103.7317,17.5114,0.5179,0.8622,11.1344,39.4955,-0.0056,52.5107,394.2534,34.2436,14.4835,401.8775,4.9143,60.9314,37.7483,8.1313,165.0881,56.0864,25.9228,3.9241,173.1289,201.8535,21.4513,47.2247,103.9774,11.7471,85.3488,408.7369,1077.7038,359.8958,1446.0268,1781.7194,53.8814,1123.9348,552.4928,2275.9964,2558.1991,65.5188,16.2406,128.2554
2907_1,2907,R,FF,78.8,4525.9949,2287.3336,1092.2386,27.0873,127.7563,166.2838,125.9464,26.2836,27.0705,16.7929,83.0606,57.6158,31.724,-12.7168,162.5902,-2.8324,-6.0882,3.2981,8.7407,2.8931,29.7609,2.4744,-30.3819,731.0084,31.0651,67.9855,-51.0455,42.6976,92.5608,16.13,21.9502,104.4778,87.7008,82.9412,27.8482,18.6524,118.1263,-0.3375,0.3639,0.7037,6.2048,41.6364,0.0,24.8003,272.1039,30.0956,21.29,282.2282,4.0922,42.332,8.341,8.5286,76.3399,15.9141,19.2398,18.5589,43.9773,107.106,13.9944,33.5922,15.7796,26.4677,82.8237,293.3939,591.716,46.615,1220.0876,1352.8673,64.3627,724.6393,225.3059,1443.5437,1586.9191,65.4174,6.8925,59.258
2907_2,2907,R,FF,79.1,4493.1723,2305.2149,1134.5363,29.6805,127.2403,167.1978,125.9213,20.0215,29.4596,17.3636,78.7751,65.0873,308.87,21.542,308.87,-4.975,-3.3813,10.6462,10.1013,4.3314,39.4733,2.5647,-33.3529,756.9025,34.728,68.8393,-48.8197,47.3055,93.2765,14.6078,21.8316,104.2189,90.468,87.2253,27.2921,18.0679,118.5511,2.3189,0.3463,0.7299,4.8858,38.6837,0.0,29.4736,268.9688,31.1387,23.4714,287.4199,3.8662,38.4617,19.1414,13.3974,93.736,36.743,22.4022,18.0028,41.1631,119.9927,17.3214,33.5604,19.0976,28.965,100.7845,292.4402,574.2105,60.1108,1211.8608,1341.0331,64.6816,814.7149,290.5736,1582.0094,1767.2463,63.5988,6.9111,64.5176
2907_3,2907,R,FF,79.6,4601.6567,2298.6254,1123.2552,28.0988,128.3983,166.4385,127.4881,23.6158,28.0261,15.115,81.2689,64.0616,233.0012,44.5773,233.0012,-4.45,-5.1855,6.798,10.4011,3.2601,34.1182,2.5283,-36.7168,767.8209,36.7131,66.5025,-53.31,44.1198,93.5085,14.9212,20.5925,102.6395,87.5087,83.4703,27.5367,17.2171,116.8521,2.9382,0.3571,0.7209,8.2304,37.988,0.0,24.494,271.9571,29.7528,22.4897,289.4319,4.3725,45.0541,16.7784,8.6682,97.7717,32.3511,21.9097,14.4433,41.249,114.8025,15.9475,32.9068,18.6164,26.4481,90.084,294.4467,582.9636,55.4168,1215.983,1347.1257,64.4763,798.3776,301.4991,1523.4072,1701.8596,63.702,6.6585,60.1317
2907_4,2907,R,FF,78.8,4644.2263,2317.4351,1119.5678,28.8002,132.1849,168.8052,132.1818,16.3355,28.7508,19.063,74.5184,68.7156,316.0089,-13.6273,316.0089,-4.1721,-2.6301,10.8499,9.6275,2.4871,39.2769,2.5283,-35.1001,756.8388,34.4984,67.5437,-49.148,43.0191,89.8919,16.5202,22.9534,106.9207,89.3321,85.0899,27.7913,19.9129,119.8921,0.075,0.3571,0.7222,5.1584,40.698,-0.0028,30.0572,269.4933,29.2902,19.6884,288.7882,3.5079,42.9557,9.5689,14.8334,92.7482,33.2318,18.6434,20.8489,35.4149,114.1705,19.0938,32.9225,14.5544,26.5113,96.4103,289.1817,567.6403,63.1502,1215.1959,1337.3768,65.3223,839.6538,306.4579,1523.6247,1704.9794,63.1088,6.7745,67.5412
